test_number,stageinflight,time(s),ax(ms2),ay(ms2),az(ms2),gx(deg/s),gy(deg/s),gz(deg/s),pitch_error(deg),roll_error(deg),yaw_error(deg),m0_output(pwm),m1_output(pwm),m2_output(pwm),m3_output(pwm)
3, 1, 60.05, -1.98, -0.89, 10.91, -0.13, 0.44, -0.04, -0.06, -0.08, -0.00, 1256.34, 1269.87, 1266.55, 1283.24
3, 1, 60.05, 1.39, -2.21, 10.55, 0.09, 0.06, -0.02, -0.06, -0.08, -0.00, 1256.49, 1269.75, 1266.58, 1283.18
3, 1, 60.05, -0.63, 0.12, 11.67, -0.04, -0.39, 0.01, -0.06, -0.08, -0.00, 1256.47, 1269.64, 1266.75, 1283.14
3, 1, 60.06, -4.07, -0.81, 12.09, 0.05, 0.39, -0.00, -0.06, -0.08, -0.00, 1267.23, 1280.90, 1277.52, 1294.35
3, 1, 60.06, 3.75, -3.25, 4.13, -0.02, 0.19, -0.04, -0.06, -0.08, 0.00, 1267.98, 1280.56, 1277.19, 1294.27
3, 1, 60.07, -1.62, -1.10, 10.66, 0.02, -0.50, -0.02, -0.06, -0.08, -0.00, 1267.47, 1280.69, 1277.62, 1294.22
3, 1, 60.07, -1.82, -1.83, 11.95, -0.11, 0.46, -0.05, -0.06, -0.08, -0.00, 1267.40, 1280.87, 1277.37, 1294.37
3, 1, 60.07, 0.38, -1.58, 9.58, 0.06, 0.06, -0.01, -0.06, -0.08, -0.00, 1267.46, 1280.78, 1277.39, 1294.37
3, 1, 60.08, -0.45, -0.74, 10.14, -0.05, -0.27, -0.00, -0.06, -0.08, -0.00, 1273.51, 1286.69, 1283.48, 1300.32
3, 1, 60.08, -3.49, -0.98, 12.52, 0.03, 0.21, 0.02, -0.06, -0.08, -0.00, 1273.32, 1286.87, 1283.36, 1300.45
3, 1, 60.09, 0.85, -2.32, 5.38, -0.01, 0.14, -0.04, -0.06, -0.08, 0.00, 1273.62, 1286.80, 1283.24, 1300.33
3, 1, 60.09, 0.05, -1.10, 9.42, 0.04, -0.34, -0.02, -0.06, -0.08, 0.00, 1273.56, 1286.64, 1283.46, 1300.34
3, 1, 60.09, -1.30, -1.98, 11.06, -0.13, 0.48, -0.04, -0.06, -0.08, 0.00, 1273.42, 1286.91, 1283.16, 1300.51
3, 1, 60.10, 0.08, -2.09, 9.66, 0.08, -0.19, -0.02, -0.06, -0.08, 0.00, 1276.55, 1289.75, 1286.26, 1303.44
3, 1, 60.10, -0.88, -1.02, 11.22, -0.08, -0.37, -0.02, -0.06, -0.08, 0.00, 1276.65, 1289.62, 1286.36, 1303.37
3, 1, 60.11, -3.79, -2.47, 11.69, 0.02, 0.55, -0.03, -0.06, -0.08, 0.00, 1276.39, 1289.95, 1286.07, 1303.59
3, 1, 60.11, 2.08, -2.60, 5.52, -0.02, -0.12, -0.04, -0.06, -0.08, 0.00, 1276.92, 1289.59, 1286.05, 1303.44
3, 1, 60.11, -2.16, -0.73, 12.94, 0.04, -0.56, -0.02, -0.06, -0.08, 0.00, 1276.71, 1289.51, 1286.33, 1303.44
3, 1, 60.12, -0.16, -1.19, 8.43, -0.13, 0.92, -0.05, -0.06, -0.08, 0.00, 1279.55, 1292.82, 1288.93, 1306.69
3, 1, 60.12, 0.14, -2.72, 9.71, 0.11, -0.50, 0.04, -0.06, -0.08, 0.00, 1279.72, 1292.67, 1289.15, 1306.46
3, 1, 60.13, -0.54, -1.60, 12.74, -0.10, -0.28, -0.03, -0.06, -0.08, 0.00, 1279.80, 1292.55, 1289.23, 1306.42
3, 1, 60.13, -4.90, -2.68, 10.92, 0.08, 0.69, -0.08, -0.06, -0.08, 0.00, 1279.43, 1292.95, 1288.85, 1306.77
3, 1, 60.13, 2.29, -2.23, 4.81, -0.05, -0.31, -0.05, -0.06, -0.08, 0.00, 1280.14, 1292.40, 1288.90, 1306.55
3, 1, 60.14, -1.95, -1.70, 12.78, 0.08, -0.62, -0.03, -0.06, -0.08, 0.00, 1282.92, 1295.36, 1292.21, 1309.52
3, 1, 60.14, -3.89, -1.81, 10.05, -0.11, 0.97, -0.08, -0.06, -0.08, 0.00, 1282.59, 1295.80, 1291.70, 1309.91
3, 1, 60.15, 4.22, -0.55, 3.63, 0.02, 0.04, -0.01, -0.06, -0.08, 0.00, 1283.10, 1295.25, 1291.95, 1309.70
3, 1, 60.15, -2.27, -3.20, 13.70, 0.02, -0.93, -0.00, -0.06, -0.08, 0.00, 1283.02, 1295.38, 1292.05, 1309.56
3, 1, 60.15, -8.44, -1.03, 16.37, 0.07, 0.35, -0.03, -0.06, -0.08, 0.00, 1282.73, 1295.50, 1291.88, 1309.90
3, 1, 60.16, 6.09, 1.01, 2.57, -0.05, 0.61, -0.06, -0.06, -0.08, 0.00, 1290.64, 1303.31, 1300.46, 1317.59
3, 1, 60.16, -0.28, -1.37, 8.83, 0.08, -0.97, -0.01, -0.06, -0.08, 0.00, 1291.11, 1303.17, 1300.06, 1317.67
3, 1, 60.17, -5.01, -1.21, 13.93, -0.11, 0.58, -0.04, -0.06, -0.08, 0.00, 1290.82, 1303.49, 1299.71, 1317.99
3, 1, 60.17, 3.78, 0.27, 6.59, -0.00, 0.49, -0.01, -0.06, -0.08, 0.00, 1290.91, 1303.30, 1299.86, 1317.93
3, 1, 60.17, 1.53, 0.46, 8.93, 0.03, -0.55, 0.00, -0.06, -0.08, 0.00, 1290.97, 1303.21, 1299.95, 1317.87
3, 1, 60.18, -8.15, 2.15, 15.95, 0.06, -0.19, 0.02, -0.06, -0.08, 0.00, 1292.80, 1305.28, 1301.81, 1320.11
3, 1, 60.18, 1.07, -2.18, 4.88, 0.04, 0.39, -0.02, -0.06, -0.08, 0.00, 1293.10, 1305.34, 1301.68, 1319.87
3, 1, 60.19, 3.26, 2.62, 6.68, -0.00, -0.57, -0.03, -0.07, -0.08, 0.00, 1292.95, 1304.95, 1302.40, 1319.71
3, 1, 60.19, -6.88, -3.29, 14.84, -0.10, 0.37, -0.07, -0.06, -0.08, 0.00, 1292.89, 1305.49, 1301.63, 1319.99
3, 1, 60.19, 3.40, 1.74, 7.81, 0.03, 0.40, -0.04, -0.06, -0.08, 0.00, 1292.89, 1305.16, 1301.90, 1320.05
3, 1, 60.20, 3.25, 1.98, 8.40, -0.03, -0.24, 0.01, -0.06, -0.08, 0.00, 1298.96, 1311.10, 1307.98, 1325.96
3, 1, 60.20, -7.93, 1.29, 17.75, 0.06, -0.51, 0.03, -0.06, -0.08, 0.00, 1298.97, 1311.16, 1307.80, 1326.07
3, 1, 60.21, 1.68, 0.85, 7.88, 0.12, 0.32, 0.05, -0.06, -0.08, 0.00, 1298.94, 1311.08, 1308.04, 1325.94
3, 1, 60.21, 7.50, 4.63, 2.38, -0.18, 0.46, 0.03, -0.07, -0.08, -0.00, 1298.04, 1311.55, 1308.74, 1325.68
3, 1, 60.21, -7.53, -3.72, 13.91, 0.03, -0.84, 0.02, -0.06, -0.08, 0.00, 1298.92, 1311.48, 1307.87, 1325.74
3, 1, 60.22, -2.91, 3.01, 15.90, -0.05, -0.19, -0.00, -0.06, -0.08, 0.00, 1310.06, 1322.04, 1319.05, 1336.84
3, 1, 60.22, 3.61, -0.37, 3.81, -0.04, 1.43, -0.05, -0.06, -0.08, 0.00, 1310.04, 1322.30, 1318.66, 1337.00
3, 1, 60.23, -0.54, -2.09, 7.21, 0.04, -0.64, -0.00, -0.06, -0.08, 0.00, 1309.99, 1322.46, 1318.63, 1336.92
3, 1, 60.23, -1.88, -1.07, 12.35, 0.06, -0.94, 0.00, -0.06, -0.08, 0.00, 1310.21, 1322.06, 1319.03, 1336.71
3, 1, 60.23, -0.13, -2.47, 9.29, -0.20, 1.32, -0.07, -0.06, -0.08, 0.00, 1309.98, 1322.55, 1318.40, 1337.06
3, 1, 60.24, -2.04, -2.39, 7.67, 0.15, -0.18, 0.02, -0.06, -0.08, 0.00, 1311.85, 1324.60, 1320.50, 1339.04
3, 1, 60.24, 3.10, 1.45, 7.46, -0.10, -0.31, -0.03, -0.06, -0.08, 0.00, 1312.07, 1324.11, 1320.94, 1338.88
3, 1, 60.25, -8.38, -0.33, 17.64, 0.08, -0.16, 0.02, -0.06, -0.08, 0.00, 1311.92, 1324.35, 1320.64, 1339.10
3, 1, 60.25, -1.24, 2.25, 7.50, 0.08, 0.10, 0.02, -0.06, -0.08, 0.00, 1311.87, 1324.12, 1320.81, 1339.19
3, 1, 60.25, 7.90, 5.08, 4.53, -0.08, -0.04, 0.00, -0.07, -0.08, 0.00, 1311.49, 1324.22, 1321.69, 1338.60
3, 1, 60.26, -10.81, -1.73, 13.98, -0.01, -0.16, -0.05, -0.06, -0.08, 0.00, 1317.90, 1330.45, 1326.60, 1345.05
3, 1, 60.26, 3.06, 2.40, 8.90, 0.02, 0.04, -0.03, -0.06, -0.08, 0.00, 1318.08, 1329.98, 1327.04, 1344.90
3, 1, 60.27, 3.02, 0.76, 8.79, -0.04, 0.35, 0.02, -0.06, -0.08, 0.00, 1318.06, 1330.15, 1326.82, 1344.97
3, 1, 60.27, -5.05, -2.28, 12.13, 0.05, -0.37, 0.02, -0.06, -0.08, 0.00, 1317.97, 1330.40, 1326.67, 1344.96
3, 1, 60.27, 2.36, 0.86, 8.73, 0.02, -0.19, 0.03, -0.06, -0.08, 0.00, 1318.17, 1329.98, 1327.06, 1344.78
3, 1, 60.28, 2.65, -1.52, 6.00, -0.17, 0.94, -0.07, -0.06, -0.08, 0.00, 1326.22, 1338.30, 1334.43, 1353.05
3, 1, 60.28, -4.27, -1.34, 12.03, 0.14, -0.80, 0.08, -0.06, -0.08, 0.00, 1325.98, 1338.34, 1334.73, 1352.94
3, 1, 60.29, 2.55, 1.38, 9.47, -0.10, 0.19, -0.00, -0.06, -0.08, 0.00, 1326.07, 1338.14, 1334.93, 1352.86
3, 1, 60.29, -4.59, 0.58, 11.26, 0.07, 0.31, 0.00, -0.06, -0.08, 0.00, 1325.78, 1338.45, 1334.55, 1353.23
3, 1, 60.29, -0.74, 3.39, 6.45, 0.02, -0.33, 0.04, -0.07, -0.08, 0.00, 1325.83, 1338.08, 1334.94, 1353.15
3, 1, 60.30, 4.94, 3.21, 9.22, -0.03, 0.07, 0.03, -0.06, -0.08, 0.00, 1326.87, 1339.16, 1336.21, 1353.75
3, 1, 60.30, -8.96, -1.92, 12.29, -0.02, 0.04, -0.05, -0.06, -0.08, 0.00, 1326.77, 1339.62, 1335.57, 1354.04
3, 1, 60.31, 5.54, 1.07, 5.58, 0.00, -0.11, -0.07, -0.06, -0.08, 0.00, 1327.16, 1338.98, 1336.17, 1353.69
3, 1, 60.31, -4.80, -3.14, 14.00, 0.03, -0.19, 0.00, -0.06, -0.08, 0.00, 1327.05, 1339.37, 1335.70, 1353.89
3, 1, 60.31, -4.87, -0.78, 11.55, -0.00, 0.20, -0.04, -0.06, -0.08, 0.00, 1326.96, 1339.35, 1335.59, 1354.11
3, 1, 60.32, 8.08, -1.92, 4.55, 0.02, 0.31, -0.02, -0.06, -0.08, 0.00, 1328.68, 1339.84, 1336.49, 1354.99
3, 1, 60.32, -2.69, -1.53, 9.63, -0.18, 0.06, -0.07, -0.06, -0.08, 0.00, 1328.02, 1340.46, 1336.35, 1355.17
3, 1, 60.33, -1.92, -1.24, 13.01, 0.14, -0.74, 0.03, -0.06, -0.08, 0.00, 1328.25, 1340.09, 1336.73, 1354.93
3, 1, 60.33, -1.06, -0.89, 11.42, -0.06, 0.40, -0.00, -0.06, -0.08, 0.00, 1328.15, 1340.22, 1336.59, 1355.05
3, 1, 60.33, -2.30, -0.18, 8.39, -0.02, 0.54, 0.00, -0.06, -0.08, 0.00, 1327.88, 1340.46, 1336.34, 1355.32
3, 1, 60.34, 4.34, 0.41, 7.33, 0.03, -0.29, 0.05, -0.06, -0.08, 0.00, 1327.16, 1339.10, 1335.82, 1353.91
3, 1, 60.34, 0.99, 2.23, 10.14, -0.21, 0.02, -0.01, -0.06, -0.08, 0.00, 1327.04, 1339.26, 1335.63, 1354.07
3, 1, 60.35, -7.37, -0.84, 14.38, 0.14, -0.49, 0.06, -0.06, -0.08, 0.00, 1327.01, 1339.38, 1335.61, 1353.99
3, 1, 60.35, 4.95, 4.05, 8.50, -0.03, 0.50, 0.02, -0.06, -0.08, 0.00, 1326.83, 1339.23, 1336.07, 1353.88
3, 1, 60.35, -1.25, 1.78, 8.62, -0.04, 0.25, 0.04, -0.06, -0.08, 0.00, 1326.78, 1339.47, 1335.53, 1354.22
3, 1, 60.36, -1.53, -0.23, 8.36, 0.10, -0.40, 0.05, -0.06, -0.08, 0.00, 1328.89, 1341.46, 1337.68, 1355.97
3, 1, 60.36, 4.49, 4.29, 8.17, -0.12, -0.29, 0.00, -0.06, -0.08, 0.00, 1328.90, 1341.17, 1338.28, 1355.64
3, 1, 60.37, -11.23, -0.81, 15.03, 0.09, 0.07, 0.03, -0.06, -0.08, 0.00, 1328.78, 1341.60, 1337.64, 1355.98
3, 1, 60.37, 6.93, 3.43, 3.71, -0.00, 0.47, -0.00, -0.07, -0.08, 0.00, 1328.37, 1341.48, 1338.58, 1355.58
3, 1, 60.38, -7.07, -2.21, 11.65, 0.08, 0.11, -0.05, -0.06, -0.08, 0.00, 1330.60, 1343.77, 1339.41, 1358.21
3, 1, 60.38, 2.93, -0.72, 7.25, 0.06, -0.38, -0.04, -0.06, -0.08, 0.00, 1331.14, 1343.13, 1339.78, 1357.95
3, 1, 60.38, -7.99, -1.03, 11.71, -0.03, 0.78, -0.06, -0.06, -0.09, 0.00, 1330.48, 1343.81, 1339.13, 1358.58
3, 1, 60.39, 4.76, 2.36, 5.10, 0.11, -0.25, -0.01, -0.07, -0.08, 0.00, 1330.59, 1343.25, 1340.03, 1358.13
3, 1, 60.39, 1.99, 2.89, 9.31, -0.07, -0.34, 0.04, -0.06, -0.08, 0.00, 1330.78, 1343.20, 1339.80, 1358.22
3, 1, 60.40, -12.79, -1.68, 16.07, 0.09, -0.31, -0.00, -0.06, -0.08, 0.00, 1331.71, 1344.50, 1340.51, 1359.29
3, 1, 60.40, 4.86, 1.65, 7.67, -0.03, 0.26, -0.07, -0.06, -0.08, 0.00, 1331.94, 1344.06, 1340.91, 1359.09
3, 1, 60.40, -0.27, -0.40, 6.79, -0.06, 1.08, -0.11, -0.06, -0.09, 0.00, 1331.64, 1344.59, 1340.03, 1359.73
3, 1, 60.41, 1.84, 1.00, 5.96, 0.16, -0.99, -0.00, -0.06, -0.08, 0.00, 1331.94, 1344.02, 1340.68, 1359.36
3, 1, 60.41, -0.36, -0.19, 11.29, -0.02, -0.29, -0.02, -0.06, -0.08, 0.00, 1332.06, 1344.05, 1340.54, 1359.35
3, 1, 60.42, -11.03, -3.24, 13.00, 0.07, 0.10, -0.06, -0.06, -0.08, 0.00, 1333.79, 1346.43, 1342.31, 1361.47
3, 1, 60.42, 3.98, 1.41, 10.49, 0.01, -0.17, -0.04, -0.06, -0.08, 0.00, 1334.18, 1345.77, 1342.75, 1361.31
3, 1, 60.42, -0.20, -1.30, 6.72, -0.07, 1.17, -0.12, -0.06, -0.09, 0.00, 1333.89, 1346.34, 1341.92, 1361.85
3, 1, 60.43, 1.11, -1.30, 6.14, 0.15, -1.41, -0.02, -0.06, -0.08, 0.00, 1334.47, 1345.66, 1342.50, 1361.37
3, 1, 60.43, -5.46, -1.97, 12.40, -0.08, 0.16, -0.06, -0.06, -0.08, 0.00, 1334.19, 1345.96, 1342.25, 1361.60
3, 1, 60.44, -8.18, -2.17, 9.79, 0.04, 0.53, -0.10, -0.06, -0.08, 0.00, 1334.94, 1347.22, 1342.95, 1362.88
3, 1, 60.44, 7.63, 1.33, 6.77, 0.02, -0.43, -0.00, -0.07, -0.08, 0.00, 1335.43, 1346.43, 1343.75, 1362.40
3, 1, 60.44, -5.19, -1.94, 11.15, -0.08, 0.70, -0.08, -0.06, -0.09, 0.00, 1335.05, 1347.12, 1342.80, 1363.03
3, 1, 60.45, 3.24, -0.12, 4.35, 0.10, -0.77, -0.03, -0.06, -0.08, 0.00, 1335.69, 1346.30, 1343.44, 1362.57
3, 1, 60.45, -4.28, -1.59, 14.06, -0.01, -0.07, -0.03, -0.06, -0.08, 0.00, 1335.42, 1346.65, 1343.12, 1362.81
3, 1, 60.46, -8.26, -0.89, 11.90, 0.03, 0.31, -0.05, -0.06, -0.08, 0.00, 1339.21, 1350.80, 1346.90, 1367.08
3, 1, 60.46, 8.89, 1.37, 4.75, 0.04, -0.11, 0.01, -0.07, -0.08, 0.00, 1339.45, 1350.28, 1347.76, 1366.51
3, 1, 60.47, -7.70, -0.25, 10.90, -0.03, 0.38, -0.03, -0.06, -0.08, 0.00, 1339.13, 1350.84, 1346.79, 1367.24
3, 1, 60.47, 4.07, 0.80, 3.06, 0.08, -0.53, -0.04, -0.07, -0.08, 0.00, 1339.56, 1350.16, 1347.70, 1366.58
3, 1, 60.47, -3.90, 0.57, 12.31, 0.03, -0.06, -0.02, -0.07, -0.08, 0.00, 1339.45, 1350.41, 1347.09, 1367.06
3, 1, 60.48, -8.60, -0.60, 11.08, 0.02, 0.04, -0.05, -0.07, -0.08, 0.00, 1348.35, 1359.56, 1355.93, 1376.16
3, 1, 60.48, 8.79, 2.20, 6.54, 0.00, -0.02, -0.00, -0.07, -0.08, 0.00, 1348.54, 1359.10, 1356.73, 1375.64
3, 1, 60.49, -8.64, 0.57, 13.35, -0.06, 0.42, -0.02, -0.07, -0.08, 0.00, 1348.28, 1359.60, 1355.76, 1376.36
3, 1, 60.49, 7.11, 1.49, 2.45, 0.07, -0.20, -0.05, -0.07, -0.08, 0.00, 1348.27, 1359.21, 1356.88, 1375.65
3, 1, 60.49, -3.37, 2.23, 9.94, 0.05, -0.41, 0.00, -0.07, -0.08, 0.00, 1348.55, 1359.11, 1356.10, 1376.24
3, 1, 60.50, -9.00, -0.72, 12.52, 0.03, -0.05, -0.05, -0.07, -0.08, 0.00, 1348.52, 1359.32, 1355.97, 1376.19
3, 1, 60.50, 8.88, 2.87, 5.19, -0.02, 0.42, -0.07, -0.07, -0.08, 0.00, 1348.41, 1359.05, 1356.71, 1375.83
3, 1, 60.51, -6.49, 0.71, 12.97, -0.00, -0.30, 0.02, -0.07, -0.08, 0.00, 1348.57, 1359.20, 1355.92, 1376.30
3, 1, 60.51, 3.91, 2.22, 5.96, 0.05, 0.15, -0.01, -0.07, -0.08, 0.00, 1348.57, 1358.95, 1356.49, 1375.99
3, 1, 60.51, -2.75, 0.46, 7.62, 0.06, -0.22, 0.03, -0.07, -0.08, 0.00, 1348.57, 1359.12, 1356.05, 1376.26
3, 1, 60.52, -6.39, -0.18, 12.22, 0.04, -0.33, 0.00, -0.07, -0.08, 0.00, 1353.63, 1364.09, 1361.13, 1381.15
3, 1, 60.52, 5.26, 4.66, 8.28, -0.09, 0.64, -0.05, -0.07, -0.08, 0.00, 1353.42, 1363.99, 1361.52, 1381.06
3, 1, 60.53, -4.65, 1.64, 12.92, -0.03, -0.31, 0.03, -0.07, -0.08, 0.00, 1353.60, 1364.10, 1361.02, 1381.28
3, 1, 60.53, 3.95, 0.64, 5.28, 0.03, 0.37, -0.01, -0.07, -0.08, 0.00, 1353.71, 1363.97, 1361.31, 1381.01
3, 1, 60.53, -1.58, 0.10, 6.19, 0.02, 0.13, 0.02, -0.07, -0.08, 0.00, 1353.43, 1364.30, 1360.89, 1381.37
3, 1, 60.54, 0.28, 1.65, 11.82, 0.11, -0.82, 0.08, -0.07, -0.08, 0.00, 1358.67, 1368.90, 1366.43, 1386.00
3, 1, 60.54, 2.37, 2.02, 8.62, -0.12, 0.58, 0.01, -0.07, -0.08, 0.00, 1358.50, 1369.09, 1366.35, 1386.06
3, 1, 60.54, -7.63, -0.68, 15.84, -0.03, -0.53, 0.05, -0.07, -0.08, 0.00, 1358.55, 1369.26, 1366.19, 1386.00
3, 1, 60.55, 6.42, -2.32, 7.14, -0.07, 1.02, -0.01, -0.06, -0.08, 0.00, 1358.87, 1369.17, 1365.90, 1386.06
3, 1, 60.55, -2.11, 2.72, 11.73, 0.02, 0.25, 0.02, -0.07, -0.08, 0.00, 1358.15, 1369.50, 1365.87, 1386.48
3, 1, 60.56, 2.27, 4.12, 6.96, 0.06, -0.59, 0.11, -0.07, -0.08, 0.00, 1360.16, 1371.25, 1368.59, 1388.01
3, 1, 60.56, -0.64, -3.17, 5.48, -0.08, 0.80, -0.03, -0.06, -0.08, 0.00, 1360.24, 1371.94, 1367.70, 1388.12
3, 1, 60.56, -5.28, -2.30, 9.49, 0.05, -0.97, -0.02, -0.06, -0.08, 0.00, 1360.31, 1371.65, 1368.06, 1387.99
3, 1, 60.57, 2.97, -2.59, 8.67, -0.00, 0.71, -0.08, -0.06, -0.08, 0.00, 1360.57, 1371.43, 1367.83, 1388.17
3, 1, 60.57, -5.34, 1.22, 11.34, 0.00, -0.07, -0.01, -0.07, -0.08, 0.00, 1360.17, 1371.55, 1367.76, 1388.53
3, 1, 60.58, 5.11, -2.63, 8.98, -0.01, -0.61, 0.01, -0.06, -0.08, 0.00, 1364.91, 1375.09, 1372.09, 1391.91
3, 1, 60.58, -5.20, -0.72, 10.03, -0.08, 0.65, -0.08, -0.07, -0.08, 0.00, 1364.23, 1375.67, 1371.64, 1392.45
3, 1, 60.58, -3.83, -0.47, 10.02, 0.02, -0.52, -0.07, -0.07, -0.08, 0.00, 1364.51, 1375.37, 1371.81, 1392.31
3, 1, 60.59, 5.96, 1.71, 7.00, 0.06, 0.73, -0.11, -0.07, -0.08, 0.00, 1364.45, 1375.17, 1372.05, 1392.33
3, 1, 60.59, -7.44, -0.12, 12.04, 0.02, -0.68, -0.00, -0.07, -0.08, 0.00, 1364.49, 1375.30, 1371.67, 1392.54
3, 1, 60.60, 3.11, 1.53, 10.72, -0.03, 0.02, -0.05, -0.07, -0.08, 0.00, 1367.74, 1377.96, 1374.99, 1395.31
3, 1, 60.60, -0.17, 0.54, 7.03, -0.02, 0.85, -0.06, -0.07, -0.08, 0.00, 1367.44, 1378.32, 1374.46, 1395.78
3, 1, 60.60, -0.34, 2.04, 9.82, 0.13, -1.50, 0.06, -0.07, -0.08, 0.00, 1367.84, 1377.75, 1375.14, 1395.28
3, 1, 60.61, 0.68, 1.49, 9.08, 0.07, 1.14, -0.02, -0.07, -0.08, 0.00, 1367.45, 1378.11, 1374.78, 1395.66
3, 1, 60.61, -0.43, -0.46, 7.24, 0.09, -0.50, 0.03, -0.07, -0.08, 0.00, 1367.62, 1378.04, 1374.88, 1395.46
3, 1, 60.62, 0.85, 1.70, 13.19, -0.12, -0.69, 0.01, -0.07, -0.08, 0.00, 1371.87, 1381.74, 1379.20, 1399.19
3, 1, 60.62, -7.14, -0.02, 14.45, 0.00, 1.04, -0.06, -0.07, -0.08, 0.00, 1371.41, 1382.29, 1378.55, 1399.76
3, 1, 60.62, 7.18, -0.53, 4.21, -0.08, -0.27, 0.00, -0.07, -0.08, 0.00, 1372.13, 1381.71, 1378.96, 1399.20
3, 1, 60.63, -4.67, 1.34, 11.33, 0.09, 0.02, 0.07, -0.07, -0.08, 0.00, 1371.45, 1382.15, 1378.74, 1399.66
3, 1, 60.63, -1.58, 4.36, 10.03, -0.04, 0.49, 0.05, -0.07, -0.08, 0.00, 1371.25, 1382.18, 1378.77, 1399.81
3, 1, 60.64, 5.66, -1.51, -0.34, -0.04, -0.09, 0.02, -0.06, -0.08, 0.01, 1376.46, 1385.98, 1381.57, 1404.00
3, 1, 60.64, -9.25, 1.30, 12.91, 0.09, -0.94, -0.04, -0.07, -0.08, 0.00, 1375.56, 1386.04, 1382.87, 1403.52
3, 1, 60.65, 4.71, -1.55, 10.71, 0.01, 0.57, -0.10, -0.07, -0.08, 0.00, 1375.87, 1385.90, 1382.85, 1403.38
3, 1, 60.65, -6.37, 1.83, 13.66, -0.00, -0.51, 0.00, -0.07, -0.08, 0.00, 1375.67, 1385.91, 1382.85, 1403.57
3, 1, 60.65, 1.37, 1.31, 9.81, -0.16, 0.09, -0.06, -0.07, -0.08, 0.00, 1375.88, 1385.81, 1382.96, 1403.34
3, 1, 60.66, 0.14, -0.31, 6.55, 0.00, 0.30, 0.00, -0.07, -0.08, 0.00, 1377.80, 1388.01, 1384.74, 1405.44
3, 1, 60.66, -1.33, 7.21, 8.29, -0.05, -0.21, 0.06, -0.07, -0.08, 0.00, 1377.62, 1387.72, 1385.00, 1405.66
3, 1, 60.67, 6.19, -2.10, 7.52, 0.21, 0.76, -0.00, -0.07, -0.08, 0.00, 1377.92, 1387.94, 1384.65, 1405.50
3, 1, 60.67, -8.76, -0.44, 13.22, -0.06, -1.01, 0.05, -0.07, -0.08, 0.00, 1377.62, 1388.12, 1384.84, 1405.42
3, 1, 60.67, 1.19, -0.40, 9.04, -0.04, 0.47, -0.13, -0.07, -0.08, 0.00, 1377.83, 1387.93, 1384.78, 1405.46
3, 1, 60.68, -0.18, -1.06, 9.70, 0.03, -0.10, -0.13, -0.07, -0.08, 0.00, 1380.93, 1390.87, 1387.65, 1408.56
3, 1, 60.68, -2.70, -2.05, 13.40, -0.04, -0.61, -0.13, -0.07, -0.08, 0.01, 1381.20, 1390.66, 1387.69, 1408.46
3, 1, 60.69, 3.72, 1.31, 9.07, 0.01, 0.87, -0.04, -0.07, -0.08, 0.01, 1380.99, 1390.64, 1387.69, 1408.69
3, 1, 60.69, -0.36, 0.43, 11.01, 0.00, -0.35, -0.02, -0.07, -0.08, 0.01, 1381.06, 1390.64, 1387.57, 1408.73
3, 1, 60.69, -1.81, 0.45, 9.65, -0.04, -0.06, 0.08, -0.07, -0.08, 0.01, 1380.98, 1390.74, 1387.58, 1408.70
3, 1, 60.70, 0.02, 2.99, 8.11, 0.12, 0.22, 0.02, -0.07, -0.08, 0.00, 1382.79, 1392.62, 1389.75, 1410.84
3, 1, 60.70, 1.54, 1.60, 7.40, 0.04, 0.26, 0.02, -0.07, -0.08, 0.00, 1382.75, 1392.73, 1389.73, 1410.78
3, 1, 60.71, -3.38, -1.58, 8.91, 0.04, -0.13, -0.02, -0.07, -0.08, 0.00, 1382.73, 1393.01, 1389.46, 1410.80
3, 1, 60.71, -2.95, -3.06, 11.03, -0.07, -0.31, -0.11, -0.07, -0.08, 0.01, 1383.02, 1392.84, 1389.47, 1410.68
3, 1, 60.71, 0.67, -2.21, 13.15, 0.03, -0.10, -0.11, -0.07, -0.08, 0.01, 1383.26, 1392.51, 1389.51, 1410.73
3, 1, 60.72, -0.16, -2.12, 11.13, -0.00, -0.19, -0.07, -0.07, -0.08, 0.01, 1384.36, 1393.42, 1390.49, 1411.72
3, 1, 60.72, -0.44, -2.01, 9.02, -0.02, 0.20, -0.03, -0.07, -0.08, 0.01, 1384.32, 1393.51, 1390.37, 1411.81
3, 1, 60.72, -1.87, 0.54, 12.56, -0.02, -0.26, -0.00, -0.07, -0.08, 0.01, 1384.30, 1393.35, 1390.50, 1411.85
3, 1, 60.73, 0.31, 3.68, 7.54, -0.05, 0.39, 0.06, -0.07, -0.08, 0.01, 1384.04, 1393.36, 1390.61, 1411.99
3, 1, 60.73, 1.99, 2.55, 6.28, 0.08, 0.35, 0.07, -0.07, -0.08, 0.01, 1383.86, 1393.53, 1390.71, 1411.91
3, 1, 60.74, 3.45, 2.83, 6.24, -0.04, 0.31, 0.06, -0.07, -0.08, 0.00, 1385.69, 1395.69, 1392.76, 1413.86
3, 1, 60.74, -5.37, 0.07, 10.75, 0.07, -0.21, 0.05, -0.07, -0.08, 0.01, 1385.69, 1395.94, 1392.29, 1414.09
3, 1, 60.74, 0.00, -1.54, 8.92, -0.03, -0.31, -0.02, -0.07, -0.08, 0.01, 1386.05, 1395.73, 1392.47, 1413.75
